#node	identifier	category	term ID	term description
RAD21	9541.XP_005564020.1	GO Process	GO:0012501	Programmed cell death
RAD21	9541.XP_005564020.1	GO Process	GO:0016043	Cellular component organization
RAD21	9541.XP_005564020.1	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0019222	Regulation of metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0022402	Cell cycle process
RAD21	9541.XP_005564020.1	GO Process	GO:0022414	Reproductive process
RAD21	9541.XP_005564020.1	GO Process	GO:0030071	Regulation of mitotic metaphase/anaphase transition
RAD21	9541.XP_005564020.1	GO Process	GO:0031323	Regulation of cellular metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0031326	Regulation of cellular biosynthetic process
RAD21	9541.XP_005564020.1	GO Process	GO:0032501	Multicellular organismal process
RAD21	9541.XP_005564020.1	GO Process	GO:0032502	Developmental process
RAD21	9541.XP_005564020.1	GO Process	GO:0033036	Macromolecule localization
RAD21	9541.XP_005564020.1	GO Process	GO:0033043	Regulation of organelle organization
RAD21	9541.XP_005564020.1	GO Process	GO:0033044	Regulation of chromosome organization
RAD21	9541.XP_005564020.1	GO Process	GO:0033045	Regulation of sister chromatid segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0033046	Negative regulation of sister chromatid segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0033047	Regulation of mitotic sister chromatid segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0033048	Negative regulation of mitotic sister chromatid segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0033365	Protein localization to organelle
RAD21	9541.XP_005564020.1	GO Process	GO:0033554	Cellular response to stress
RAD21	9541.XP_005564020.1	GO Process	GO:0034502	Protein localization to chromosome
RAD21	9541.XP_005564020.1	GO Process	GO:0034613	Cellular protein localization
RAD21	9541.XP_005564020.1	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0035825	Homologous recombination
RAD21	9541.XP_005564020.1	GO Process	GO:0043170	Macromolecule metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0044237	Cellular metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0044238	Primary metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0044260	Cellular macromolecule metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0045786	Negative regulation of cell cycle
RAD21	9541.XP_005564020.1	GO Process	GO:0045787	Positive regulation of cell cycle
RAD21	9541.XP_005564020.1	GO Process	GO:0045839	Negative regulation of mitotic nuclear division
RAD21	9541.XP_005564020.1	GO Process	GO:0045841	Negative regulation of mitotic metaphase/anaphase transition
RAD21	9541.XP_005564020.1	GO Process	GO:0045876	Positive regulation of sister chromatid cohesion
RAD21	9541.XP_005564020.1	GO Process	GO:0045930	Negative regulation of mitotic cell cycle
RAD21	9541.XP_005564020.1	GO Process	GO:0046483	Heterocycle metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0048285	Organelle fission
RAD21	9541.XP_005564020.1	GO Process	GO:0048518	Positive regulation of biological process
RAD21	9541.XP_005564020.1	GO Process	GO:0048519	Negative regulation of biological process
RAD21	9541.XP_005564020.1	GO Process	GO:0048522	Positive regulation of cellular process
RAD21	9541.XP_005564020.1	GO Process	GO:0048523	Negative regulation of cellular process
RAD21	9541.XP_005564020.1	GO Process	GO:0048856	Anatomical structure development
RAD21	9541.XP_005564020.1	GO Process	GO:0050789	Regulation of biological process
RAD21	9541.XP_005564020.1	GO Process	GO:0050794	Regulation of cellular process
RAD21	9541.XP_005564020.1	GO Process	GO:0050896	Response to stimulus
RAD21	9541.XP_005564020.1	GO Process	GO:0051128	Regulation of cellular component organization
RAD21	9541.XP_005564020.1	GO Process	GO:0051129	Negative regulation of cellular component organization
RAD21	9541.XP_005564020.1	GO Process	GO:0051130	Positive regulation of cellular component organization
RAD21	9541.XP_005564020.1	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0051179	Localization
RAD21	9541.XP_005564020.1	GO Process	GO:0051252	Regulation of RNA metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0051276	Chromosome organization
RAD21	9541.XP_005564020.1	GO Process	GO:0051301	Cell division
RAD21	9541.XP_005564020.1	GO Process	GO:0051321	Meiotic cell cycle
RAD21	9541.XP_005564020.1	GO Process	GO:0051641	Cellular localization
RAD21	9541.XP_005564020.1	GO Process	GO:0051716	Cellular response to stimulus
RAD21	9541.XP_005564020.1	GO Process	GO:0051726	Regulation of cell cycle
RAD21	9541.XP_005564020.1	GO Process	GO:0051783	Regulation of nuclear division
RAD21	9541.XP_005564020.1	GO Process	GO:0051784	Negative regulation of nuclear division
RAD21	9541.XP_005564020.1	GO Process	GO:0051983	Regulation of chromosome segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0051984	Positive regulation of chromosome segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0051985	Negative regulation of chromosome segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0060255	Regulation of macromolecule metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0061982	Meiosis I cell cycle process
RAD21	9541.XP_005564020.1	GO Process	GO:0065007	Biological regulation
RAD21	9541.XP_005564020.1	GO Process	GO:0070727	Cellular macromolecule localization
RAD21	9541.XP_005564020.1	GO Process	GO:0071168	Protein localization to chromatin
RAD21	9541.XP_005564020.1	GO Process	GO:0071704	Organic substance metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0071840	Cellular component organization or biogenesis
RAD21	9541.XP_005564020.1	GO Process	GO:0080090	Regulation of primary metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0090068	Positive regulation of cell cycle process
RAD21	9541.XP_005564020.1	GO Process	GO:0090304	Nucleic acid metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:0098813	Nuclear chromosome segregation
RAD21	9541.XP_005564020.1	GO Process	GO:0140013	Meiotic nuclear division
RAD21	9541.XP_005564020.1	GO Process	GO:1901360	Organic cyclic compound metabolic process
RAD21	9541.XP_005564020.1	GO Process	GO:1901987	Regulation of cell cycle phase transition
RAD21	9541.XP_005564020.1	GO Process	GO:1901988	Negative regulation of cell cycle phase transition
RAD21	9541.XP_005564020.1	GO Process	GO:1901990	Regulation of mitotic cell cycle phase transition
RAD21	9541.XP_005564020.1	GO Process	GO:1901991	Negative regulation of mitotic cell cycle phase transition
RAD21	9541.XP_005564020.1	GO Process	GO:1902099	Regulation of metaphase/anaphase transition of cell cycle
RAD21	9541.XP_005564020.1	GO Process	GO:1902100	Negative regulation of metaphase/anaphase transition of cell cycle
RAD21	9541.XP_005564020.1	GO Process	GO:1902749	Regulation of cell cycle G2/M phase transition
RAD21	9541.XP_005564020.1	GO Process	GO:1902750	Negative regulation of cell cycle G2/M phase transition
RAD21	9541.XP_005564020.1	GO Process	GO:1903046	Meiotic cell cycle process
RAD21	9541.XP_005564020.1	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
RAD21	9541.XP_005564020.1	GO Process	GO:1905818	Regulation of chromosome separation
RAD21	9541.XP_005564020.1	GO Process	GO:1905819	Negative regulation of chromosome separation
RAD21	9541.XP_005564020.1	GO Process	GO:2000112	Regulation of cellular macromolecule biosynthetic process
RAD21	9541.XP_005564020.1	GO Process	GO:2000816	Negative regulation of mitotic sister chromatid separation
RAD21	9541.XP_005564020.1	GO Process	GO:2001141	Regulation of RNA biosynthetic process
RAD21	9541.XP_005564020.1	GO Process	GO:2001251	Negative regulation of chromosome organization
RAD21	9541.XP_005564020.1	GO Process	GO:2001252	Positive regulation of chromosome organization
RAD21	9541.XP_005564020.1	GO Function	GO:0003682	Chromatin binding
RAD21	9541.XP_005564020.1	GO Function	GO:0005488	Binding
RAD21	9541.XP_005564020.1	GO Component	GO:0000228	Nuclear chromosome
RAD21	9541.XP_005564020.1	GO Component	GO:0000775	Chromosome, centromeric region
RAD21	9541.XP_005564020.1	GO Component	GO:0000785	Chromatin
RAD21	9541.XP_005564020.1	GO Component	GO:0000793	Condensed chromosome
RAD21	9541.XP_005564020.1	GO Component	GO:0000794	Condensed nuclear chromosome
RAD21	9541.XP_005564020.1	GO Component	GO:0000798	Nuclear cohesin complex
RAD21	9541.XP_005564020.1	GO Component	GO:0000922	Spindle pole
RAD21	9541.XP_005564020.1	GO Component	GO:0005622	Intracellular
RAD21	9541.XP_005564020.1	GO Component	GO:0005634	Nucleus
RAD21	9541.XP_005564020.1	GO Component	GO:0005654	Nucleoplasm
RAD21	9541.XP_005564020.1	GO Component	GO:0005694	Chromosome
RAD21	9541.XP_005564020.1	GO Component	GO:0005737	Cytoplasm
RAD21	9541.XP_005564020.1	GO Component	GO:0005819	Spindle
RAD21	9541.XP_005564020.1	GO Component	GO:0005829	Cytosol
RAD21	9541.XP_005564020.1	GO Component	GO:0005856	Cytoskeleton
RAD21	9541.XP_005564020.1	GO Component	GO:0008278	Cohesin complex
RAD21	9541.XP_005564020.1	GO Component	GO:0015630	Microtubule cytoskeleton
RAD21	9541.XP_005564020.1	GO Component	GO:0016020	Membrane
RAD21	9541.XP_005564020.1	GO Component	GO:0016363	Nuclear matrix
RAD21	9541.XP_005564020.1	GO Component	GO:0030893	Meiotic cohesin complex
RAD21	9541.XP_005564020.1	GO Component	GO:0031974	Membrane-enclosed lumen
RAD21	9541.XP_005564020.1	GO Component	GO:0031981	Nuclear lumen
RAD21	9541.XP_005564020.1	GO Component	GO:0032991	Protein-containing complex
RAD21	9541.XP_005564020.1	GO Component	GO:0034399	Nuclear periphery
RAD21	9541.XP_005564020.1	GO Component	GO:0043226	Organelle
RAD21	9541.XP_005564020.1	GO Component	GO:0043227	Membrane-bounded organelle
RAD21	9541.XP_005564020.1	GO Component	GO:0043228	Non-membrane-bounded organelle
RAD21	9541.XP_005564020.1	GO Component	GO:0043229	Intracellular organelle
RAD21	9541.XP_005564020.1	GO Component	GO:0043231	Intracellular membrane-bounded organelle
RAD21	9541.XP_005564020.1	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
RAD21	9541.XP_005564020.1	GO Component	GO:0043233	Organelle lumen
RAD21	9541.XP_005564020.1	GO Component	GO:0070013	Intracellular organelle lumen
RAD21	9541.XP_005564020.1	GO Component	GO:0098687	Chromosomal region
RAD21	9541.XP_005564020.1	GO Component	GO:0110165	Cellular anatomical entity
RAD21	9541.XP_005564020.1	STRING clusters	CL:4160	Sister chromatid cohesion, and Melanoma associated antigen family N terminal
RAD21	9541.XP_005564020.1	STRING clusters	CL:4165	Sister chromatid cohesion, and condensin complex
RAD21	9541.XP_005564020.1	STRING clusters	CL:4167	Condensin complex, and cohesin complex
RAD21	9541.XP_005564020.1	STRING clusters	CL:4169	Cohesin complex, and regulation of cohesin loading
RAD21	9541.XP_005564020.1	STRING clusters	CL:4172	Cohesin complex, and Sister chromatid cohesion protein Pds5
RAD21	9541.XP_005564020.1	STRING clusters	CL:4175	Cohesin complex
RAD21	9541.XP_005564020.1	KEGG	mcf04110	Cell cycle
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000042	Animal
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000080	Male reproductive gland
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000081	Reproductive system
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000082	Male reproductive system
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000083	Female reproductive system
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000141	Bone marrow
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000142	Brain
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000146	Brain stem
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000227	Central nervous system
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000232	Cerebellum
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000254	Female reproductive gland
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000282	Head
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000345	Digestive gland
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000426	Erythroleukemia cell
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000522	Gland
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000534	Gonad
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000580	Blood cancer cell
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000583	Bone marrow cancer cell
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000672	Hindbrain
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000673	Metencephalon
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000744	Lymphocytic leukemia cell
RAD21	9541.XP_005564020.1	TISSUES	BTO:0000759	Liver
RAD21	9541.XP_005564020.1	TISSUES	BTO:0001271	Leukemia cell
RAD21	9541.XP_005564020.1	TISSUES	BTO:0001363	Testis
RAD21	9541.XP_005564020.1	TISSUES	BTO:0001484	Nervous system
RAD21	9541.XP_005564020.1	TISSUES	BTO:0001486	Skeletal system
RAD21	9541.XP_005564020.1	TISSUES	BTO:0001488	Endocrine gland
RAD21	9541.XP_005564020.1	TISSUES	BTO:0001489	Whole body
RAD21	9541.XP_005564020.1	TISSUES	BTO:0001491	Viscus
RAD21	9541.XP_005564020.1	TISSUES	BTO:0003091	Urogenital system
RAD21	9541.XP_005564020.1	TISSUES	BTO:0003096	Internal male genital organ
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0000228	Nuclear chromosome
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0000775	Chromosome, centromeric region
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0000793	Condensed chromosome
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0000794	Condensed nuclear chromosome
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0000795	Synaptonemal complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0000796	Condensin complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0000798	Nuclear cohesin complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0005622	Intracellular
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0005634	Nucleus
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0005654	Nucleoplasm
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0005694	Chromosome
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0008278	Cohesin complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0016363	Nuclear matrix
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0030892	Mitotic cohesin complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0030893	Meiotic cohesin complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0031981	Nuclear lumen
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0032116	SMC loading complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0032991	Protein-containing complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0034399	Nuclear periphery
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0034990	Nuclear mitotic cohesin complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0034991	Nuclear meiotic cohesin complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0043226	Organelle
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0043229	Intracellular organelle
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0043233	Organelle lumen
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0044815	DNA packaging complex
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0098687	Chromosomal region
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0099086	Synaptonemal structure
RAD21	9541.XP_005564020.1	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
RAD21	9541.XP_005564020.1	Pfam	PF04824	Conserved region of Rad21 / Rec8 like protein
RAD21	9541.XP_005564020.1	Pfam	PF04825	N terminus of Rad21 / Rec8 like protein
RAD21	9541.XP_005564020.1	InterPro	IPR006909	Rad21/Rec8-like protein, C-terminal, eukaryotic
RAD21	9541.XP_005564020.1	InterPro	IPR006910	Rad21/Rec8-like protein, N-terminal
RAD21	9541.XP_005564020.1	InterPro	IPR023093	ScpA-like, C-terminal
RAD21	9541.XP_005564020.1	InterPro	IPR036390	Winged helix DNA-binding domain superfamily
RAD21	9541.XP_005564020.1	InterPro	IPR039781	Rad21/Rec8-like protein
RAD50	9541.XP_005557789.1	GO Process	GO:0000003	Reproduction
RAD50	9541.XP_005557789.1	GO Process	GO:0000018	Regulation of DNA recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0000019	Regulation of mitotic recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0000280	Nuclear division
RAD50	9541.XP_005557789.1	GO Process	GO:0000722	Telomere maintenance via recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0000723	Telomere maintenance
RAD50	9541.XP_005557789.1	GO Process	GO:0000724	Double-strand break repair via homologous recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0000725	Recombinational repair
RAD50	9541.XP_005557789.1	GO Process	GO:0000726	Non-recombinational repair
RAD50	9541.XP_005557789.1	GO Process	GO:0000729	DNA double-strand break processing
RAD50	9541.XP_005557789.1	GO Process	GO:0001932	Regulation of protein phosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0001934	Positive regulation of protein phosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006259	DNA metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006260	DNA replication
RAD50	9541.XP_005557789.1	GO Process	GO:0006278	RNA-dependent DNA biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006281	DNA repair
RAD50	9541.XP_005557789.1	GO Process	GO:0006302	Double-strand break repair
RAD50	9541.XP_005557789.1	GO Process	GO:0006303	Double-strand break repair via nonhomologous end joining
RAD50	9541.XP_005557789.1	GO Process	GO:0006310	DNA recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0006312	Mitotic recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0006725	Cellular aromatic compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006753	Nucleoside phosphate metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006793	Phosphorus metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006796	Phosphate-containing compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006807	Nitrogen compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0006950	Response to stress
RAD50	9541.XP_005557789.1	GO Process	GO:0006974	Cellular response to DNA damage stimulus
RAD50	9541.XP_005557789.1	GO Process	GO:0006996	Organelle organization
RAD50	9541.XP_005557789.1	GO Process	GO:0007004	Telomere maintenance via telomerase
RAD50	9541.XP_005557789.1	GO Process	GO:0007049	Cell cycle
RAD50	9541.XP_005557789.1	GO Process	GO:0007127	Meiosis I
RAD50	9541.XP_005557789.1	GO Process	GO:0007131	Reciprocal meiotic recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0008152	Metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009058	Biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009059	Macromolecule biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009117	Nucleotide metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009123	Nucleoside monophosphate metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009165	Nucleotide biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009892	Negative regulation of metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009893	Positive regulation of metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0009966	Regulation of signal transduction
RAD50	9541.XP_005557789.1	GO Process	GO:0009987	Cellular process
RAD50	9541.XP_005557789.1	GO Process	GO:0010562	Positive regulation of phosphorus metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0010638	Positive regulation of organelle organization
RAD50	9541.XP_005557789.1	GO Process	GO:0010639	Negative regulation of organelle organization
RAD50	9541.XP_005557789.1	GO Process	GO:0010646	Regulation of cell communication
RAD50	9541.XP_005557789.1	GO Process	GO:0010833	Telomere maintenance via telomere lengthening
RAD50	9541.XP_005557789.1	GO Process	GO:0016032	Viral process
RAD50	9541.XP_005557789.1	GO Process	GO:0016043	Cellular component organization
RAD50	9541.XP_005557789.1	GO Process	GO:0016233	Telomere capping
RAD50	9541.XP_005557789.1	GO Process	GO:0016310	Phosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0018130	Heterocycle biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0019220	Regulation of phosphate metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0019222	Regulation of metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0019438	Aromatic compound biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0019637	Organophosphate metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0022402	Cell cycle process
RAD50	9541.XP_005557789.1	GO Process	GO:0022414	Reproductive process
RAD50	9541.XP_005557789.1	GO Process	GO:0022616	DNA strand elongation
RAD50	9541.XP_005557789.1	GO Process	GO:0023051	Regulation of signaling
RAD50	9541.XP_005557789.1	GO Process	GO:0031323	Regulation of cellular metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0031324	Negative regulation of cellular metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0031325	Positive regulation of cellular metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0031399	Regulation of protein modification process
RAD50	9541.XP_005557789.1	GO Process	GO:0031401	Positive regulation of protein modification process
RAD50	9541.XP_005557789.1	GO Process	GO:0031860	Telomeric 3 overhang formation
RAD50	9541.XP_005557789.1	GO Process	GO:0031952	Regulation of protein autophosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0031954	Positive regulation of protein autophosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0032200	Telomere organization
RAD50	9541.XP_005557789.1	GO Process	GO:0032204	Regulation of telomere maintenance
RAD50	9541.XP_005557789.1	GO Process	GO:0032205	Negative regulation of telomere maintenance
RAD50	9541.XP_005557789.1	GO Process	GO:0032206	Positive regulation of telomere maintenance
RAD50	9541.XP_005557789.1	GO Process	GO:0032268	Regulation of cellular protein metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0032270	Positive regulation of cellular protein metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0032392	DNA geometric change
RAD50	9541.XP_005557789.1	GO Process	GO:0032508	DNA duplex unwinding
RAD50	9541.XP_005557789.1	GO Process	GO:0033043	Regulation of organelle organization
RAD50	9541.XP_005557789.1	GO Process	GO:0033044	Regulation of chromosome organization
RAD50	9541.XP_005557789.1	GO Process	GO:0033554	Cellular response to stress
RAD50	9541.XP_005557789.1	GO Process	GO:0033674	Positive regulation of kinase activity
RAD50	9541.XP_005557789.1	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0034654	Nucleobase-containing compound biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0035825	Homologous recombination
RAD50	9541.XP_005557789.1	GO Process	GO:0042325	Regulation of phosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0042327	Positive regulation of phosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0042592	Homeostatic process
RAD50	9541.XP_005557789.1	GO Process	GO:0043085	Positive regulation of catalytic activity
RAD50	9541.XP_005557789.1	GO Process	GO:0043170	Macromolecule metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0043549	Regulation of kinase activity
RAD50	9541.XP_005557789.1	GO Process	GO:0044093	Positive regulation of molecular function
RAD50	9541.XP_005557789.1	GO Process	GO:0044237	Cellular metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0044238	Primary metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0044249	Cellular biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0044260	Cellular macromolecule metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
RAD50	9541.XP_005557789.1	GO Process	GO:0044281	Small molecule metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0044403	Symbiotic process
RAD50	9541.XP_005557789.1	GO Process	GO:0044419	Interspecies interaction between organisms
RAD50	9541.XP_005557789.1	GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0045937	Positive regulation of phosphate metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0046483	Heterocycle metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0046940	Nucleoside monophosphate phosphorylation
RAD50	9541.XP_005557789.1	GO Process	GO:0048285	Organelle fission
RAD50	9541.XP_005557789.1	GO Process	GO:0048518	Positive regulation of biological process
RAD50	9541.XP_005557789.1	GO Process	GO:0048519	Negative regulation of biological process
RAD50	9541.XP_005557789.1	GO Process	GO:0048522	Positive regulation of cellular process
RAD50	9541.XP_005557789.1	GO Process	GO:0048523	Negative regulation of cellular process
RAD50	9541.XP_005557789.1	GO Process	GO:0048583	Regulation of response to stimulus
RAD50	9541.XP_005557789.1	GO Process	GO:0050789	Regulation of biological process
RAD50	9541.XP_005557789.1	GO Process	GO:0050790	Regulation of catalytic activity
RAD50	9541.XP_005557789.1	GO Process	GO:0050794	Regulation of cellular process
RAD50	9541.XP_005557789.1	GO Process	GO:0050896	Response to stimulus
RAD50	9541.XP_005557789.1	GO Process	GO:0051052	Regulation of DNA metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0051053	Negative regulation of DNA metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0051054	Positive regulation of DNA metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0051128	Regulation of cellular component organization
RAD50	9541.XP_005557789.1	GO Process	GO:0051129	Negative regulation of cellular component organization
RAD50	9541.XP_005557789.1	GO Process	GO:0051130	Positive regulation of cellular component organization
RAD50	9541.XP_005557789.1	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
RAD50	9541.XP_005557789.1	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
